Product Name,Price,Category
Boni Selection Cotton Pads 2X70 Pieces  23437,"5,600.00",Wipes And cotton buds
Everyday Cotton Buds 100pcs,"2,500.00",Wipes And cotton buds
Everyday Cotton Buds 200pcs,"1,700.00",Wipes And cotton buds
Flora Ear Buds white 100pcs,"1,300.00",Wipes And cotton buds
Flora Ear Buds white 200pcs,"2,000.00",Wipes And cotton buds
Padex Multi-surface Wet Wipes Lemon 80pcs,"3,800.00",Wipes And cotton buds
Papilion Baby Wipes 64pcs  Baby Standard,"2,700.00",Wipes And cotton buds
Papilion Baby Wipes 64pcs Flower Passion,"2,700.00",Wipes And cotton buds
Papilion Cleansing Wipes 20pcs,"2,000.00",Wipes And cotton buds
Papilion Cotton Buds 100pcs,"1,700.00",Wipes And cotton buds
Papilion Makeup Remover Wet Wipes 20pcs,"1,800.00",Wipes And cotton buds
Papilion Makeup Remover wipes Bio,"1,800.00",Wipes And cotton buds
Papilion Wet Wipes 100pcs Aloe,"4,000.00",Wipes And cotton buds
Papilion Wet Wipes 120pcs flower,"4,300.00",Wipes And cotton buds
Papilion Wet Wipes 120pcs Orient,"3,800.00",Wipes And cotton buds
Simba Banana,"2,300.00",Fruits
Simba Grape Fruit,"7,000.00",Fruits
Simba Green Apple,700.00,Fruits
Simba Lemons,"2,600.00",Fruits
Simba Orange,800.00,Fruits
Simba Passion,"2,600.00",Fruits
Simba Prime,"2,500.00",Fruits
Simba Red Grapes,"5,000.00",Fruits
Simba Watermolen,"4,500.00",Fruits
Simba Yellow Lemon,"6,000.00",Fruits
Simba Amateke,"1,200.00",Vegetables
Simba Cabbege,650.00,Vegetables
Simba Carrots,"1,300.00",Vegetables
Simba Casava,750.00,Vegetables
Simba Cawpeas,"3,900.00",Vegetables
Simba Choufreur,"1,000.00",Vegetables
Simba Cologete,"1,300.00",Vegetables
Simba Cucumber,"1,800.00",Vegetables
Simba Egg Plant,400.00,Vegetables
Simba Fresh Beans,"1,700.00",Vegetables
Simba Garilic Pilled,"3,300.00",Vegetables
Simba Ginger,"2,000.00",Vegetables
Simba Irish Potatoes,"1,100.00",Vegetables
Simba Nuts,"4,600.00",Vegetables
Simba Okla,"2,500.00",Vegetables
Simba Pumpkin Big,"3,000.00",Vegetables
Simba Red Onions,"1,600.00",Vegetables
Simba Red Pepper,"4,000.00",Vegetables
Simba Rosmery,200.00,Vegetables
Simba sawa sawa Garlic,"2,000.00",Vegetables
Simba Soya Beans,"1,800.00",Vegetables
Simba Sweet Potatoes,850.00,Vegetables
Simba Tangerine,"10,000.00",Vegetables
Simba Tomatoes,"1,500.00",Vegetables
Simba White onion,"1,900.00",Vegetables
utumu Peanut Flour 500g,"1,900.00",Vegetables
Gilette Fusion Proglide 2 Blades,"17,500.00","After Shaves ,Shave foam and shaving material"
Label Aftershave 100ml Sport,"5,400.00","After Shaves ,Shave foam and shaving material"
Label Aftershave 100ml Tonic,"5,300.00","After Shaves ,Shave foam and shaving material"
Labell Shaving Foam 250ml Normal,"5,700.00","After Shaves ,Shave foam and shaving material"
Nivea Men After shave 100ml,"16,500.00","After Shaves ,Shave foam and shaving material"
Nivea Men After shave 100ml fresh kick,"16,500.00","After Shaves ,Shave foam and shaving material"
APTA Glycerines Soap 4*200g,"8,700.00",Body Soaps
covex antibacterial active protection soap 11,"1,300.00",Body Soaps
Dalan ciron frais soap 200g,"1,900.00",Body Soaps
Dalan citron frais 900g,"5,500.00",Body Soaps
Dalan citron frais soap 400g,"3,000.00",Body Soaps
Dalan Olive Body Soap 200g,"2,400.00",Body Soaps
Dalan Oragic Lime Soap 100g,850.00,Body Soaps
Dalan Oragic Olive OIl 100g,850.00,Body Soaps
Dalan Organic argan Oil 100g,850.00,Body Soaps
Dalan Organic Argan Soap 150g,"1,300.00",Body Soaps
Dalan Organic Mineral Soap 150g,"1,300.00",Body Soaps
Dalan Organic Rosel Soap 150g,"1,300.00",Body Soaps
Dalan shea butter soap 125g,"1,300.00",Body Soaps
Dettol Cool 110g,"1,250.00",Body Soaps
Dove Body Soap 135g,"3,200.00",Body Soaps
Dove Original Beauty Bar 135g,"3,200.00",Body Soaps
Dove Pink/Rose 135g,"3,200.00",Body Soaps
Duru fresh 4x125gm,"3,900.00",Body Soaps
Duru Fresh Lemon Soap 4pcs 400g,"3,900.00",Body Soaps
Duru fresh savon de beaute 4 x125gm,"3,900.00",Body Soaps
EVA Bathing Soap 100g,"1,500.00",Body Soaps
Flamingo Aloe vera  & Honey soap 200g,"1,300.00",Body Soaps
Flamingo Aloe vera & Honey soap 3*90g,"1,500.00",Body Soaps
Flamingo Black Soap 200g,"1,600.00",Body Soaps
Flamingo Black Soap 3x90g,"1,700.00",Body Soaps
Flamingo Coconut milk & Honey soap 3*90g,"1,500.00",Body Soaps
Flamingo Coconut Milk&Honey 200g,"1,300.00",Body Soaps
Flamingo lemon & Honey fresh soap 3*90g,"1,500.00",Body Soaps
Flamingo MArula Oil & Honey 3x90g,"1,700.00",Body Soaps
Flamingo Marula oil & honey Soap 200g,"1,500.00",Body Soaps
Flamingo rose & Honey cussons 200g,"1,300.00",Body Soaps
Flamingo rose & Honey cussons 3*90g,"1,500.00",Body Soaps
Imperial Leather Burst Soap 150g,"1,600.00",Body Soaps
Imperial Leather Soap 175gm,"1,500.00",Body Soaps
Imperial Leather Sport Soap 150g,"1,600.00",Body Soaps
Imperial Soap 175g*4,"4,600.00",Body Soaps
Imprial Men Soap Intense Cool 150g,"1,600.00",Body Soaps
Lifebouy Body Soap 175g Deo fresh,"2,100.00",Body Soaps
Moreup coconut milk Beauty soap 60g,450.00,Body Soaps
Moreup Shea butter Beauty soap 60g,450.00,Body Soaps
Palmolive Balanced Mild 175g,"2,600.00",Body Soaps
Palmolive Moisture Care 175g,"2,600.00",Body Soaps
Palmolive Natural Soap 175g,"2,600.00",Body Soaps
Protex gentle 100g,"1,500.00",Body Soaps
Protex herbal antibacterial 100g,"1,500.00",Body Soaps
Rivoli Body Soap 165g fantasy,"1,000.00",Body Soaps
Amalfi Moisturing cream 150ml,"2,200.00",Creams Cosmetics and scrub
Arco Men cream coconut cream 250ml,"4,700.00",Creams Cosmetics and scrub
Arko Men Cream 150ml Avocado,"3,100.00",Creams Cosmetics and scrub
Arko Men Cream 250ml Avocado oil,"3,600.00",Creams Cosmetics and scrub
Arko Men Cream 250ml olive oil,"4,700.00",Creams Cosmetics and scrub
Arko PreBiotic Cream 250ml,"4,700.00",Creams Cosmetics and scrub
Arko PreBiotic Cream Almond milk 250ml,"4,700.00",Creams Cosmetics and scrub
Carex Hand Gel 50ml,"3,300.00",Creams Cosmetics and scrub
Dolly Varden Glycerine 100ml,"3,500.00",Creams Cosmetics and scrub
Labell Face And Body Cream 250ml,"5,900.00",Creams Cosmetics and scrub
MORE up body scrub carrot 1L,"13,000.00",Creams Cosmetics and scrub
More Up Body Scrub choco strawb 1000ml,"13,000.00",Creams Cosmetics and scrub
More Up Body Scrup Aloe vera 1L,"13,000.00",Creams Cosmetics and scrub
More Up Cocoa Butter Cream 500ml,"4,000.00",Creams Cosmetics and scrub
Moreup Arebica Coffee Face scrub 800g,"13,000.00",Creams Cosmetics and scrub
Moreup Choco Strawberry Scrub 500ml,"8,000.00",Creams Cosmetics and scrub
Nivea Face Cream 50ml,"13,500.00",Creams Cosmetics and scrub
Nivea Men Acne Clear Scrub 100ml,"8,000.00",Creams Cosmetics and scrub
So Bio aloe vera cream 50ml,"22,500.00",Creams Cosmetics and scrub
So Bio coco cream 50ml,"21,000.00",Creams Cosmetics and scrub
Belle France Styling Gel 150ml,"4,500.00",Hair Foods
Glosheen Hair style gel 125ml,"9,300.00",Hair Foods
Kentaste Coconut Oil 700ml,"15,500.00",Hair Foods
Labell Hair Spray 300ml extra strong,"6,600.00",Hair Foods
Labell Hair Spray 300ml Normal,"6,400.00",Hair Foods
Labell Hair Spray extra strong 250ml,"5,700.00",Hair Foods
more up Sheen Spray 500ml,"4,000.00",Hair Foods
Moreup Hair food 475ml Olive,"4,200.00",Hair Foods
Venus Fortify Hair Food 210ml,"3,600.00",Hair Foods
Venus Fortify hair food 400ml,"5,900.00",Hair Foods
Venus Hair Food Anti dandruff 210ml,"3,000.00",Hair Foods
Heden Petroleum Jelly 250g,"2,000.00",JELLY
Heden Petroleum Jelly 250g cocoa,"2,000.00",JELLY
More up petroleum jelly 440ml Aloe vera,"3,900.00",JELLY
Vaseline Blue Seal Cocoa Butter 250ml,"7,000.00",JELLY
Vaseline Blue Seal Original 250ml,"7,000.00",JELLY
Vaseline Blue Seal Vitamine 250ml,"7,000.00",JELLY
Atopic Body Lotion 300ml,"14,100.00",Lotion
Imperial Body Active Lotion 400ml,"5,000.00",Lotion
Imperial Body Japanese Lotion 400ml,"5,000.00",Lotion
Imperial Leather Men Cool Lotion 400ml,"5,000.00",Lotion
Johnson baby lotion 500ml,"13,000.00",Lotion
Kapa Glycerine 100ml,"1,200.00",MAKE UP
Vaseline Lip Therapy 5.5g,500.00,MAKE UP
Dove Roll On 50ml clean Comfort,"4,700.00",Roll on Deodorant
Labell Deoderant 50ml Women,"3,200.00",Roll on Deodorant
Labell Roll On 50ml,"2,600.00",Roll on Deodorant
Nivea deodo. drympact for men 50ml,"5,400.00",Roll on Deodorant
Nivea for men silver protect 50ml,"5,400.00",Roll on Deodorant
Nivea Invisible Black & White 50ml,"5,400.00",Roll on Deodorant
Nivea Invisible Black & White Roll On 50ml,"5,400.00",Roll on Deodorant
Nivea Men  fresh active 50ml,"5,500.00",Roll on Deodorant
Nivea Roll on 50ml Dry Fresh,"5,400.00",Roll on Deodorant
Nivea Roll on 50ml Pearl& Beauty,"5,500.00",Roll on Deodorant
Nivea Roll on black white 50ml,"5,400.00",Roll on Deodorant
Nivea Rollon 50ml  Black&white,"5,400.00",Roll on Deodorant
Nivea Rollon 50ml  Clean protect,"5,400.00",Roll on Deodorant
Nivea Rollon 50ml  Coolkick,"5,400.00",Roll on Deodorant
Nivea Rollon 50ml  Natural,"5,400.00",Roll on Deodorant
Nivea Rollon 50ml Powder touch,"5,400.00",Roll on Deodorant
ARKO nem 150ml,"3,800.00",Shampoo / Conditionr
Babaria Body Milk Aloe 400ml,"7,500.00",Shampoo / Conditionr
Dove Shampoo 680ml Daily Shine,"13,900.00",Shampoo / Conditionr
Dove Shampoo 680ml Intense Repair,"13,900.00",Shampoo / Conditionr
Dove Shampoo 680ml Nourishing,"13,900.00",Shampoo / Conditionr
Dove Shampoo 680ml Sraight & silky,"13,900.00",Shampoo / Conditionr
Garnier Fructis Conditioner 300ml,"12,300.00",Shampoo / Conditionr
Gliss HAIR Repaire 200ml,"11,900.00",Shampoo / Conditionr
Head And Shoulders Shampoo 250ml,"8,000.00",Shampoo / Conditionr
Head And Shoulders Shampoo 250ml,"8,000.00",Shampoo / Conditionr
Herbal Essences detox Conditioner 400ml,"12,000.00",Shampoo / Conditionr
Herbal Essences detox Shampoo 400ml,"12,000.00",Shampoo / Conditionr
Labell Masque 300ml Nature,"6,900.00",Shampoo / Conditionr
Labell Shampoo 250ml Color,"4,800.00",Shampoo / Conditionr
Labell Shampoo 300ml Normal,"5,900.00",Shampoo / Conditionr
Labell Sweet  Shampoo  400ml,"4,500.00",Shampoo / Conditionr
moreup 4 in 1 Shampoo honey & almond 1L,"10,500.00",Shampoo / Conditionr
Palmolive Shampoo 350ml 2 in 1,"5,800.00",Shampoo / Conditionr
Palmolive Shampoo 350ml Aloevera,"5,800.00",Shampoo / Conditionr
Palmolive Shampoo 350ml Anti Dandruff,"5,800.00",Shampoo / Conditionr
Palmolive Shampoo 350ml Color,"5,800.00",Shampoo / Conditionr
Papilion Hair Conditioner 1L Argon Oil,"9,100.00",Shampoo / Conditionr
Papilion Shampoo Conditioner 1L,"9,800.00",Shampoo / Conditionr
River Hair Shampoo 5L,"6,500.00",Shampoo / Conditionr
Tresemme Shampoo 300ml,"5,900.00",Shampoo / Conditionr
Tresemme Shampoo 300ml,"5,900.00",Shampoo / Conditionr
V05 Shampoo 250ml,"6,500.00",Shampoo / Conditionr
Wash&Go Sham&conditioner 2 in1 200ml Anti-dan,"3,400.00",Shampoo / Conditionr
Wash&Go Shampoo&conditioner 2 in1 200ml class,"3,400.00",Shampoo / Conditionr
Wash&Go Shampoo&conditioner 2 in1200ml sport,"3,400.00",Shampoo / Conditionr
Adidas Team Force Shower Gel 250ml,"4,500.00",Shower jel
Aqua Vera shower gel 315 Aleo vera,"2,400.00",Shower jel
Aqua Vera shower gel 315 Blue breeze,"2,400.00",Shower jel
Aqua Vera shower gel 315 flower,"2,400.00",Shower jel
Aqua Vera shower gel 315 orchid,"2,400.00",Shower jel
Aqua Vera shower gel 315 pink orchid,"2,400.00",Shower jel
Aqua Vera shower gel 315 Rose merry,"2,400.00",Shower jel
Arko 2in1 Shower Gel & Shampoo 260ml black,"3,500.00",Shower jel
Belle France  Shower gel 250ml,"3,300.00",Shower jel
Belle France  Showering GEl Grenade 250ml,"3,600.00",Shower jel
Belle France bain & Douche Shower 500g,"5,600.00",Shower jel
Belle France Cleansing Milk 250ml,"3,800.00",Shower jel
Belle France Gel Douche 250ml,"3,600.00",Shower jel
Belle France Gel Douche 250ml Hydrant,"3,700.00",Shower jel
Belle France Sanitary Gel 150g,"2,400.00",Shower jel
Belle France Shower Gel Vanilla  250ml,"3,600.00",Shower jel
Belle France Showering Gel coco250ml,"3,600.00",Shower jel
Boni Selection  Shower jel 500ml Passion,"5,400.00",Shower jel
Boni Shea Butter Shower jel 500ml,"5,400.00",Shower jel
Dove Body Wash 500ml Coconut,"8,983.00",Shower jel
Dove Body Wash 500ml cucumber,"8,983.00",Shower jel
Dove Body Wash 500ml Deeply nourishing,"10,600.00",Shower jel
Dove Deeply nourishing Body Wash 500ml,"10,600.00",Shower jel
Dove Pink clay Body Wash 500ml,"10,600.00",Shower jel
Dove relaxing Body Wash lavander 500ml,"10,600.00",Shower jel
Dove reviving  Body Wash pomegrante 500ml,"10,600.00",Shower jel
Enliven luxury Shower Gel 500ml,"4,800.00",Shower jel
Everyday Shower Gel 300ml,"2,300.00",Shower jel
Imperial Leather Bath Relaxing 500ml,"4,600.00",Shower jel
Imperial Leather Body Wash 250ml,"4,100.00",Shower jel
Imperial leather Men Body wash intense 500ml,"4,900.00",Shower jel
Imperial Leather Shower Gel active 500ml,"4,800.00",Shower jel
Imperial Leather Shower Gel Uplifting 500ml,"4,800.00",Shower jel
Moreup Shower gel Argan 1L,"8,000.00",Shower jel
neutrogenecitron vert shower jel 200ml,"11,800.00",Shower jel
Orginal Source Shower Gel 250ml,"3,800.00",Shower jel
Palmolive Shower Gel 500ml Coconut & milk,"9,000.00",Shower jel
Palmolive Shower Gel 500ml Sensitive,"9,000.00",Shower jel
Papilion Shower gel 1L Fruit,"10,800.00",Shower jel
Papilion Shower gel 1L Ocean,"10,800.00",Shower jel
Papilion Shower gel 1L Olive Oil,"10,800.00",Shower jel
Papilion Shower Gel 400ml Fruit Therapy,"4,400.00",Shower jel
Rivoli Shower Gel 1L Aleo Vera,"5,200.00",Shower jel
Rivoli Shower Gel 1L Black Orchide,"5,200.00",Shower jel
Rivoli Shower Gel 1L Vanilla,"5,200.00",Shower jel
Rivoli Shower Gel 2L Black Orchide,"9,200.00",Shower jel
Rivoli Shower gel 500ml Aleo & chamomile,"2,900.00",Shower jel
Rivoli Shower gel 500ml Black Orchid & sandal,"2,900.00",Shower jel
ST  Ives Body Wash 650ml  Rose water,"14,000.00",Shower jel
ST  Ives Body Wash 650ml  sea salt,"14,000.00",Shower jel
Aromel Emotion Romance Deodorant Spray 150ml,"2,900.00",Spray Deodorant
Aromel Emotion Violet Deodorant Spray 150ml,"2,900.00",Spray Deodorant
Aromel Privacy Deodorant Spray 150ml,"2,900.00",Spray Deodorant
Axe Body Dark Temptation Deodorant 150ml,"5,600.00",Spray Deodorant
Axe Body Spray Adrenalin 150ml,"5,600.00",Spray Deodorant
Belle France Anti-Transaprent Deodorant 200ml,"4,600.00",Spray Deodorant
Belle FRance Deodrant vanilla 200ml,"4,100.00",Spray Deodorant
Blade Cool Fresh Deodorant 150ml,"2,900.00",Spray Deodorant
Blade Deep cool Deodorant 150ml,"2,900.00",Spray Deodorant
Blade Green Dream Deodorant 150ml,"2,900.00",Spray Deodorant
Blade Self Confidence Deodorant 150ml,"2,900.00",Spray Deodorant
Emotion Detox Floral Deodorant150ml,"2,900.00",Spray Deodorant
Emotion Detox Fresh Deoderant,"2,900.00",Spray Deodorant
Emotion Invisible Fresh Deodorant   150ml,"2,900.00",Spray Deodorant
Emotion Ocean love 150ml,"2,900.00",Spray Deodorant
Emotion Ocean Natural Breeze 150ml,"2,900.00",Spray Deodorant
Emotion Pink Secret Deodrant 150ml,"2,900.00",Spray Deodorant
Impulse Body Spray 75ml Glamour,"4,100.00",Spray Deodorant
Nivea Cool Kick Deodorant 150ml,"6,900.00",Spray Deodorant
Nivea Deo Spray 150ml Fresh Active,"7,500.00",Spray Deodorant
Nivea Spray Deoderant 150ml Fresh comfort,"6,900.00",Spray Deodorant
Privacy Deoderant Spray 150ml,"2,900.00",Spray Deodorant
Rexona Body Spray 200ml,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml Anti Bacteria,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml cotton dry,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml Invincble,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml Powder dry,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml V8,"8,000.00",Spray Deodorant
Rexona Body Spray 200ml xtracool,"8,000.00",Spray Deodorant
Sanex Spray 250ml,"9,500.00",Spray Deodorant
Boni Selection Medium Toothbrush 2 St  12091,"2,500.00","Tooth Paste,Tooth Brush and mouth wash"
Boni Selection Mouthwash Zero 0% 500Ml  5777,"5,900.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate 3pcs Extra Clean Tooth Brush,"3,300.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate double action 2 pack,"1,400.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Double Action Medium 1 pcs,"1,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate double action t.brush MEDIUM,900.00,"Tooth Paste,Tooth Brush and mouth wash"
Colgate Herbal Toothpaste 140g,"2,500.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Max Freshy Cooling Crystal 100ml,"1,900.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Maximum Cavity Protection 100ml,"2,500.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Mounth Wash Plax Pepper 250ml,"6,200.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate natural extract  Tooth Paste 75ML,"3,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Natural Extract Charcol 75ML,"3,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Natural Extract Tooth Paste 75ml,"3,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Optic White 75ml,"4,600.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Protection Max 50ml,"1,500.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate ToothBrush 2+,750.00,"Tooth Paste,Tooth Brush and mouth wash"
Colgate Toothbrush Twister,"3,300.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Toothpaste Herbal 70g,"1,500.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Total Advanced whitening 75ml,"3,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Total cleanmint 75ml,"3,100.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Triple Action 140g,"1,800.00","Tooth Paste,Tooth Brush and mouth wash"
Colgate Zig zag toothbrush,"1,900.00","Tooth Paste,Tooth Brush and mouth wash"
Dental Floss Box 25SL06Y-314,"3,000.00","Tooth Paste,Tooth Brush and mouth wash"
Difas indicator Tooth Brush,"2,800.00","Tooth Paste,Tooth Brush and mouth wash"
Difas Volcanic  Tooth Brush,"3,400.00","Tooth Paste,Tooth Brush and mouth wash"
Double Action Charcol Colgate Tooth Brush,"1,900.00","Tooth Paste,Tooth Brush and mouth wash"
Everyday Toothbrush 4 Pcs  14778,"2,700.00","Tooth Paste,Tooth Brush and mouth wash"
Extra Souple Brush Kids,"1,600.00","Tooth Paste,Tooth Brush and mouth wash"
Fresh DEntal  Flossers,700.00,"Tooth Paste,Tooth Brush and mouth wash"
Freshmed Mouthwash 500ml Icemint,"6,000.00","Tooth Paste,Tooth Brush and mouth wash"
Freshmed Mouthwash 500ml Spearmint,"6,000.00","Tooth Paste,Tooth Brush and mouth wash"
Label Mouthwash 500ml Complete,"4,400.00","Tooth Paste,Tooth Brush and mouth wash"
Labell Mouth Wash 500ml Whiting,"5,000.00","Tooth Paste,Tooth Brush and mouth wash"
Labell Mouthwash 500ml senstive,"5,000.00","Tooth Paste,Tooth Brush and mouth wash"
Mila Tooth Brush Medium 2 pcs,"2,800.00","Tooth Paste,Tooth Brush and mouth wash"
Moreup Tooth Paste charcoal Mint flavor 120g,"1,500.00","Tooth Paste,Tooth Brush and mouth wash"
Moreup Tooth Paste Greeen tea flavor 120g,"1,500.00","Tooth Paste,Tooth Brush and mouth wash"
Moreup Tooth Paste Mint flavor 120g,"1,500.00","Tooth Paste,Tooth Brush and mouth wash"
Oral B Essential Gloss,"3,000.00","Tooth Paste,Tooth Brush and mouth wash"
Toothpicks Floss 25SL06Y-320,"3,400.00","Tooth Paste,Tooth Brush and mouth wash"
Amstel 100% Pure Malt 330ml,"1,300.00",Beers
Desperados Orginal Beer 330ml,"1,750.00",Beers
Guinness Foreing Extra Beer 500ml,"2,700.00",Beers
Heineken premium beer 330ml,"1,500.00",Beers
Leffe Beer Blond  330ml,"3,700.00",Beers
leffe Blonde beer 50cle,"11,000.00",Beers
LEGEND beer EXTRA STOUT 30cl,"1,300.00",Beers
Miitzig 33cl beer,"1,100.00",Beers
Panache Lemon 330ml,800.00,Beers
Primus Beer 50cl Knowless,"1,400.00",Beers
Savanna dry premium cider 330ml,"3,600.00",Beers
Skol  Malt 65cl,"2,000.00",Beers
Skol Gatanu 65cl,"1,800.00",Beers
Skol Lager 50cl,"1,350.00",Beers
Skol Malt 33cl,"1,100.00",Beers
Turbo king beer 50cl,"1,550.00",Beers
Tusker Finest Quality Lager beer 500ml,"2,200.00",Beers
Tusker Lite Beer 500ml,"2,200.00",Beers
Tusker malt Beer tin 500ml,"2,200.00",Beers
Virunga Mist Beer  330ml,"1,300.00",Beers
Carmela Sparkling Wine 75cl,"20,900.00",Champagne
Chamdor wine grape white 750ml,"14,900.00",Champagne
CINZANO Sparkling Champagne 75cL,"27,500.00",Champagne
Duc De Lucey Brut Rose 750ml,"28,000.00",Champagne
Eva Sparkling Peach 750ml NA Champagne,"7,800.00",Champagne
Eva Sparkling pinapple 750ml NA Champagne,"7,800.00",Champagne
Eva Sparkling Red Grape 750ml NA Champagne,"7,800.00",Champagne
Eva Sparkling WhiteGrape 750ml NA Champagne,"7,800.00",Champagne
Grand Siecle 1812  Champagne 750ml,"340,000.00",Champagne
Laurent-perrie Champagne 750ml,"213,000.00",Champagne
Laurent-Perrier Champagne  Brut 750ml,"149,000.00",Champagne
Perlino Prosecco Brut Champagne 750ml,"23,900.00",Champagne
Perlino Prosecco Extra dry Champagne 750ml,"22,900.00",Champagne
Pierre Grandit Brut Champagne 750ml,"69,000.00",Champagne
Pierre Grandit Brut-rose Champagne 750ml,"79,000.00",Champagne
Pierre Grandit Demi-sec- Champagne 750ml,"69,000.00",Champagne
Poeti Bottega Rose Brut Champange 75cl,"39,600.00",Champagne
Poeti Prosecco Bottega  Champange 75cl,"45,000.00",Champagne
Pure heaven celebr drink red grape 750ml,"9,100.00",Champagne
ABK6 Cognac VS Pure Single 1L,"61,000.00",Cognac
ABK6 Cognac VSOP 1L,"137,000.00",Cognac
ABK6 Cognac VSOP 700ml,"92,500.00",Cognac
CAMPARI orange 100cl,"51,500.00",Cognac
Cinzano Bianco 1L,"22,000.00",Cognac
Cinzano Vermouth Extra Dry 1L,"21,500.00",Cognac
Donjulio Tequila Anejo 750ml,"228,000.00",Cognac
Reviseur Cognac Single Estate 1L,"132,000.00",Cognac
Amarula Gin 750ml,"48,900.00",Gins
Beefeater Dry Gin 1L,"48,000.00",Gins
BullDog London Dry Gin 70Cl,"70,000.00",Gins
Dagger Gin 1L,"17,700.00",Gins
Everyday London Dry Gin 38% Vol 70Cl  18754,"9,000.00",Gins
Gilbey's Dry Gin 200ml,"3,500.00",Gins
Gilbey's special dry gyn,"11,200.00",Gins
Gordon's London Dry Gin 1lit,"28,500.00",Gins
Grands Domaines Organic Gin 700ml,"64,000.00",Gins
Amarula 1lt,"39,000.00","Vodka,rum and Amarula"
Amarula 375ml,"17,000.00","Vodka,rum and Amarula"
Amarula Ethiopian Coffee 750ml,"28,559.00","Vodka,rum and Amarula"
Amarula Vanilla Spice 1L,"45,000.00","Vodka,rum and Amarula"
Apache Blanco Sugercane Sprite 100cl,"16,700.00","Vodka,rum and Amarula"
Baileys Irish Cream 1L,"38,000.00","Vodka,rum and Amarula"
Belle France Rum 700ml,"24,700.00","Vodka,rum and Amarula"
Belle France Selection Dry Grain Vodka 70cl,"11,300.00","Vodka,rum and Amarula"
Blue Curacao 70cl,"21,900.00","Vodka,rum and Amarula"
Donjulio Tequila Reposado750ml,"219,000.00","Vodka,rum and Amarula"
Donjulio Tequila white 750ml,"164,000.00","Vodka,rum and Amarula"
Equissolis Vodka 1L,"44,000.00","Vodka,rum and Amarula"
Everyday Brown Rum 700ml,"12,500.00","Vodka,rum and Amarula"
Everyday Vodka 700ml,"9,000.00","Vodka,rum and Amarula"
Everyday White Rum 700ml,"9,900.00","Vodka,rum and Amarula"
Finlandia Vodka  1L,"33,000.00","Vodka,rum and Amarula"
Grand Marnier 70cl,"82,600.00","Vodka,rum and Amarula"
Konyagi  500ml,"6,000.00","Vodka,rum and Amarula"
Konyagi 200ml,"2,750.00","Vodka,rum and Amarula"
More Up Energy Alcholic drink Apple 250ml,"2,000.00","Vodka,rum and Amarula"
More Up Sparkling Energy drink 250ml merrita,"2,000.00","Vodka,rum and Amarula"
More Up Sparkling Energy drink320ml Rozzana,"2,200.00","Vodka,rum and Amarula"
More Up Vodka flavoured energy drink 250ml,"2,500.00","Vodka,rum and Amarula"
Reviseur Cognac VSOP  1L,"150,000.00","Vodka,rum and Amarula"
SKYY INFUSIONS  RaspBerry 1L,"29,000.00","Vodka,rum and Amarula"
SKYY INFUSIONS CITRUS 1L,"29,000.00","Vodka,rum and Amarula"
SKYY INFUSIONS PASSION FRUIT 1L,"29,000.00","Vodka,rum and Amarula"
Skyy Vodka L,"25,000.00","Vodka,rum and Amarula"
Smirnoff Ice Double Black 330ml,"2,000.00","Vodka,rum and Amarula"
Smirnoff Vodka 1L,"14,600.00","Vodka,rum and Amarula"
Sorel Caribbeaan Rum 1L,"18,000.00","Vodka,rum and Amarula"
Tabarish Vodka 1 L,"14,500.00","Vodka,rum and Amarula"
Belle France whisky 700ml,"18,800.00",Whiskeys
Black Label 1L Whisky,"72,000.00",Whiskeys
Bond 7 Whisky 200ml,"3,100.00",Whiskeys
Bond 7 Whisky 750ml,"10,200.00",Whiskeys
Captain morgan spiced gold 1L,"30,000.00",Whiskeys
Double Black Label 1L,"95,000.00",Whiskeys
Everyday Scotch Whisky 40 % Vol 70Cl  13826,"14,500.00",Whiskeys
Jack Daniels  Fire Whiskey 1L,"82,000.00",Whiskeys
Jack daniel's 1L,"80,000.00",Whiskeys
Jack Daniels Apple  Whiskey 1L,"82,000.00",Whiskeys
Jack Daniels Whiskey Genteman  700ml,"86,000.00",Whiskeys
